Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
50818.69,7.37,8.24,4.1,33922.95,1219254.25
78175.2,6.34,7.38,2.15,27956.3,1331511.18
60835.43,5.95,6.97,6.0,27831.54,907116.5
82431.44,3.81,8.38,2.48,60329.72,1923452.01
65577.13,4.17,7.28,3.29,37070.07,920033.24
61849.11,5.98,6.89,4.31,31877.99,935870.04
66686.33,7.93,8.38,4.49,30159.18,1675575.66
76659.38,5.29,8.25,2.2,40839.32,1512867.3
66159.15,6.84,8.2,3.06,29825.93,1420353.91
63288.91,5.5,3.06,2.16,25298.92,335733.99
66463.85,6.03,7.43,4.74,35841.29,1195807.73
55027.57,7.18,7.2,5.44,35766.31,1118414.53
72814.56,5.64,6.95,2.48,32023.93,1311348.41
49540.07,5.3,7.61,5.2,27316.92,667249.0
63849.55,7.38,7.25,5.12,32282.61,1267290.9
76676.53,6.03,7.67,3.17,31501.85,1475894.95
71812.89,7.06,6.72,1.54,30124.99,1391328.21
74874.64,5.3,8.5,2.66,38907.26,1572060.06
67889.74,7.37,7.78,3.25,58258.31,1862964.42
81050.15,6.25,7.54,5.88,49380.77,1844875.76
78438.44,6.41,7.49,3.83,55436.55,1945742.68
73337.97,6.11,8.16,2.74,30528.66,1344192.3
78468.78,5.48,8.02,4.16,52784.28,1865750.27
76581.01,5.98,6.88,2.39,38418.71,1457398.41
63899.2,5.54,7.99,4.61,45952.66,1257410.56
54259.73,6.93,7.17,2.78,40705.71,1092150.98
73063.22,5.78,8.93,2.96,32756.07,1502937.02
74403.22,4.5,8.1,4.44,43304.01,1339761.38
80205.25,4.32,6.36,6.13,40975.94,1321780.92
58603.69,4.27,9.34,6.68,18613.75,771281.49
58922.26,6.59,4.87,2.7,34931.07,909658.21
73484.62,4.84,7.63,3.25,44821.61,1309537.7
67824.5,6.28,6.29,4.61,38916.41,1255422.22
48484.55,6.12,8.89,5.42,40822.5,1295613.99
72580.9,5.92,7.25,1.32,28705.12,1239434.5
48839.88,6.41,6.19,4.09,38705.89,800177.01
58508.46,6.14,6.72,3.38,35206.8,941511.37
82989.22,3.3,6.27,1.61,34143.73,1010987.1
88032.56,5.66,6.68,2.34,29421.38,1629953.08
55626.53,6.4,6.66,3.28,45243.01,1017532.66
65072.34,7.6,6.23,4.05,39591.78,1413248.39
69037.27,7.65,7.26,5.22,38590.14,1453124.65
87567.32,4.63,7.39,4.42,56517.04,1772139.2
63330.0,5.63,5.98,5.15,40865.46,1075844.35
63500.37,4.43,5.32,4.01,48077.93,722930.88
85089.32,7.48,7.3,3.11,38871.86,1902158.49
64588.5,6.98,7.53,3.75,32657.85,1386979.52
76280.23,6.33,7.73,4.84,25651.06,1435522.28
52839.61,6.14,7.55,5.25,38558.8,1097549.16
66758.0,7.35,8.58,3.8,9727.87,1146645.65
50895.02,7.18,8.0,2.84,38867.24,1274158.05
57334.19,7.13,9.7,4.39,39293.33,1532653.51
77527.21,6.43,10.12,4.57,34003.64,1956221.34
68051.11,5.63,5.21,5.5,35246.26,741683.41
65181.97,6.74,4.77,3.15,23745.14,828559.38
60602.83,6.79,6.98,3.16,49915.12,1444536.57
66231.25,5.79,7.5,4.91,32815.78,1334669.76
71792.26,5.63,6.91,3.48,26514.98,1131058.89
79058.92,7.1,7.7,3.43,41568.76,1863207.69
40604.19,7.63,6.72,5.52,37262.25,961118.45
59718.09,5.24,6.29,2.29,32606.53,936920.5
70278.65,5.72,6.44,6.51,31557.47,1092590.99
67529.32,6.33,6.79,3.23,36107.04,1134276.05
72882.18,6.46,7.84,5.05,49520.22,1589276.62
71434.44,5.46,6.5,3.85,40823.25,1321101.3
65333.72,7.84,6.7,4.31,35821.5,1485968.54
62967.8,6.4,7.57,3.66,44623.41,1387884.64
65966.45,6.51,6.79,5.03,36436.25,1221363.88
80826.3,7.72,8.12,3.55,40148.41,2031659.88
60781.26,5.54,6.06,3.28,37662.94,955723.12
67913.61,5.89,5.84,6.21,42016.57,1241422.87
70537.06,4.74,7.3,4.02,31754.87,965941.48
85213.22,5.81,7.4,3.15,24855.02,1296655.85
65382.31,4.51,6.12,2.15,45163.47,891396.57
78801.96,6.72,8.35,6.27,51099.41,1872005.67
81713.44,6.4,8.93,3.3,25326.08,1548636.93
67903.51,5.71,6.36,6.52,37942.47,1321065.56
66337.16,5.88,8.49,4.47,31707.96,1093146.6
65075.95,6.73,4.58,4.16,44930.53,1203042.15
65856.44,4.86,8.08,4.19,38610.96,1285662.76
77687.49,6.18,6.12,6.71,69188.16,1998406.75
71045.1,6.67,7.98,1.28,33171.27,1529949.31
71090.72,4.22,6.02,4.24,51420.63,1278325.58
56590.37,6.66,6.92,3.65,52386.71,1536712.86
58271.49,4.32,6.17,3.72,41458.95,723961.57
91427.86,5.86,6.77,4.16,36531.05,1764180.18
66687.73,4.83,8.84,3.65,37104.26,1404576.82
60325.48,7.4,6.88,4.21,36264.28,1225124.6
83835.65,4.83,9.12,3.95,47411.0,1814161.68
71586.52,4.35,6.6,2.36,27502.08,818505.77
74744.98,6.11,8.5,4.45,34565.23,1628595.32
67111.69,5.57,5.35,4.86,33362.3,738363.74
65186.58,4.49,6.7,3.31,19030.52,796629.92
66775.55,6.5,6.45,6.28,44687.73,1436813.12
53845.78,4.01,8.54,5.62,46712.47,1040401.11
67645.87,4.95,7.18,5.02,29868.38,772681.61
71738.12,5.41,4.88,5.0,46387.06,1038760.87
88305.24,6.77,5.67,4.02,20445.2,1570733.71
69499.58,7.26,5.97,5.38,36400.75,1362303.44
43705.34,7.07,7.93,5.91,34909.88,840310.16
67581.3,5.83,7.8,4.97,37033.91,1358317.77
97780.64,3.58,6.69,3.28,36982.26,1542913.22
77816.73,6.37,6.44,3.93,35398.36,1503463.56
59940.55,7.44,7.71,4.69,32314.35,1337109.13
74883.01,7.2,5.85,5.01,35084.09,1563983.8
60674.62,6.44,7.45,3.88,49692.97,1364406.44
54154.12,4.8,7.37,3.28,30419.21,775175.59
64870.08,5.46,6.71,5.93,58547.25,1427324.33
69558.49,7.89,7.39,2.66,29858.99,1539184.17
48629.57,4.58,7.09,2.82,38545.59,616644.21
56335.26,4.84,7.49,2.35,41832.22,926996.28
68693.16,6.91,5.64,2.82,33267.32,1214984.67
64232.69,5.55,7.61,5.51,49882.95,1362953.18
72790.9,4.81,8.03,5.56,41574.23,1452256.17
55637.06,7.49,7.31,3.89,34129.34,1192215.74
76194.02,6.44,7.6,4.59,49772.8,1945462.26
55966.5,5.6,6.88,3.97,26084.24,709577.52
86091.26,4.85,7.89,2.51,30550.58,1570925.64
50296.45,8.01,7.06,6.71,41746.51,1402969.66
56938.56,5.96,5.83,5.67,44117.55,1013610.01
73031.34,7.36,7.82,4.42,39365.02,1748675.16
86320.4,6.86,5.34,2.93,34900.62,1498030.2
71940.73,5.46,7.28,3.7,33667.42,1199792.14
74581.94,5.47,6.6,3.13,47392.15,1456546.54
68769.91,7.41,6.54,4.1,38548.92,1483338.7
57643.65,7.43,7.16,4.36,27506.03,1278788.23
63359.11,4.12,6.27,3.56,26933.72,576420.79
55666.47,6.52,7.51,2.19,51184.1,1326774.98
54954.51,5.86,7.05,6.6,29029.29,693618.24
72864.84,4.96,6.37,4.27,38869.86,1222115.74
56612.17,6.24,8.34,4.54,49570.75,1478200.46
71988.81,4.64,7.2,3.46,41543.41,1325191.31
54708.17,5.52,7.63,2.06,28643.4,955589.43
71741.85,5.19,8.42,3.88,26082.24,1305900.14
63374.62,5.49,8.4,3.58,54721.64,1611274.91
83574.71,5.91,7.58,4.85,25829.44,1555938.35
72033.2,4.97,6.68,5.09,30671.8,1135389.69
81753.97,7.54,5.55,4.92,39860.1,1504443.48
60529.32,6.47,7.2,5.2,33990.63,1060105.68
69181.38,7.76,8.1,6.2,41858.02,1672558.23
58126.57,5.82,7.35,4.46,21595.36,967305.0
64174.8,5.44,3.51,5.33,34074.79,552685.8
65789.49,7.72,7.87,4.59,42889.06,1641775.65
60846.8,5.41,7.93,1.64,42922.65,1219829.21
55628.17,5.8,6.69,3.79,30481.4,711865.78
53517.73,6.69,7.99,2.91,26022.53,1063702.76
43645.96,4.75,7.62,4.26,38284.1,427849.97
57324.46,6.68,6.3,3.01,23136.81,738441.7
75270.83,6.56,8.27,4.72,48909.39,1878301.55
51546.2,7.24,5.71,5.19,37725.28,853879.83
54001.55,6.86,6.93,5.46,29247.15,1120106.09
87670.4,7.27,6.83,5.97,25697.07,1720284.89
61799.23,5.87,6.16,1.92,29879.91,1014722.66
72004.71,5.13,7.3,2.51,20660.83,1035070.98
75428.82,8.07,8.31,7.58,41073.68,2001340.46
75644.2,4.47,8.25,5.22,28194.75,1107681.06
52358.17,4.57,7.72,4.26,40129.74,930288.89
66120.37,6.54,5.28,4.02,41498.14,1222816.21
51335.93,7.59,5.64,3.91,45750.52,1350087.16
94655.86,6.17,7.16,1.6,38662.59,1994366.83
51584.82,6.97,6.96,3.03,47330.95,1187867.37
57415.12,4.0,6.49,3.84,49920.15,879847.58
57492.28,5.49,8.91,3.1,38725.79,1261846.21
52631.59,4.12,7.1,3.26,39324.38,796046.22
82998.95,6.75,7.54,7.13,30630.07,1827103.16
94401.45,4.45,7.99,3.67,26360.82,1527314.15
63512.47,4.71,7.05,4.32,48887.59,1030667.8
54509.93,6.49,9.61,4.28,42175.01,1274563.34
44741.85,7.03,6.04,4.71,42979.78,803075.13
65981.29,5.82,6.38,3.39,30300.21,961475.38
65211.18,6.54,6.04,5.51,52280.42,1570818.94
61641.49,6.51,8.57,4.53,33894.01,1517111.39
70942.42,5.77,7.8,2.4,28204.73,1353338.18
72794.76,4.9,6.44,3.85,30469.28,1149592.89
72026.42,6.54,6.12,3.77,51757.08,1492725.92
65213.74,6.59,8.39,3.71,25135.85,1145596.38
56841.91,6.87,7.36,4.61,28708.11,992548.62
75679.45,6.29,8.41,4.76,64930.7,1880433.6
68716.37,4.82,6.93,4.62,45502.8,1105558.48
78051.11,6.66,7.51,4.4,28887.42,1486200.24
77003.63,5.98,7.29,4.09,25429.63,1339261.92
53429.86,5.5,6.36,1.33,19561.48,541177.0
53297.06,5.69,6.84,4.94,37126.86,821494.86
60530.45,5.3,5.79,4.58,43388.6,1004757.83
57325.32,6.86,7.49,2.77,51237.07,1389872.36
76632.47,4.58,7.76,4.33,17365.21,1020422.64
72327.26,5.0,7.99,4.78,23008.59,999916.08
80298.1,5.65,7.66,5.42,34976.46,1642721.83
72808.76,7.58,6.86,4.61,63830.63,2028926.94
70806.79,7.02,8.56,4.38,44955.58,1880399.02
81369.72,4.36,7.89,5.14,39863.04,1323652.48
73589.35,7.32,8.39,3.6,24005.63,1597507.93
69308.82,7.32,8.46,4.49,15122.15,1419865.95
84361.67,4.82,6.86,3.22,36548.58,1200379.3
69810.6,3.48,7.38,5.35,35176.76,1037698.98
65339.34,5.91,7.77,2.0,33505.01,1111345.62
59653.48,7.09,5.83,4.98,32387.2,1082526.26
76075.85,7.56,5.85,4.0,28735.59,1614177.99
81767.48,5.12,5.68,5.17,26459.9,1200611.6
68043.84,7.71,6.88,3.02,49953.86,1585428.56
82522.76,3.77,6.65,4.09,27364.21,1013300.14
47586.58,5.62,5.54,4.05,33422.23,661448.75
67991.98,5.57,7.14,4.51,35775.15,1119382.09
68155.67,7.12,6.89,2.69,43172.83,1501125.97
60834.69,7.27,8.18,4.76,27708.58,1292202.54
93990.19,6.92,9.02,1.71,45870.33,2415762.85
67877.52,4.64,7.45,3.16,30409.81,846261.54
64237.41,6.83,6.29,2.06,34556.17,1261829.65
68859.7,6.48,7.64,5.0,52470.75,1624093.38
47237.01,4.33,7.0,4.47,26543.41,392407.04
60484.33,3.93,6.75,4.54,43317.98,816022.92
79062.37,7.01,6.12,5.79,46133.76,1771392.38
61879.7,5.8,6.52,3.59,39238.74,1080774.69
59748.85,4.71,6.81,4.73,34996.51,975345.49
82539.92,5.77,7.8,4.06,57260.61,2052847.57
82867.43,6.34,7.51,3.87,36025.58,1614965.5
74093.08,5.9,8.83,5.59,38188.47,1768959.48
63732.36,4.44,7.67,6.54,32822.97,982058.77
66030.72,7.85,7.42,3.45,37662.49,1609662.45
60012.37,6.97,6.68,5.01,45731.87,1441536.1
57980.71,5.65,5.94,4.37,33430.59,712758.61
57451.61,5.69,6.41,4.39,15235.84,455184.79
61995.78,6.34,6.28,4.28,41260.18,1178900.46
57554.94,4.86,4.4,3.57,25460.53,307266.69
51917.03,6.3,5.97,1.0,43526.12,1149291.24
70921.39,4.66,8.61,5.87,36149.85,1227391.54
71083.32,5.91,7.36,3.13,45523.36,1499551.83
86710.05,4.82,6.61,3.68,26750.69,1296655.64
61459.85,4.87,7.39,3.71,30850.93,1023789.48
71738.84,7.61,5.02,3.02,32788.14,1208849.55
71915.89,6.04,7.27,4.28,21451.35,999610.35
65877.6,6.19,8.28,3.93,47193.85,1707559.17
76516.11,3.99,6.87,3.1,20030.68,857369.61
76845.39,5.39,5.2,4.16,47053.84,1377003.88
72072.55,6.44,6.57,3.94,40375.15,1516156.88
65858.39,6.17,8.28,5.12,34189.24,1474086.49
64772.44,3.85,7.25,2.33,39588.28,878031.41
54005.48,6.19,5.56,2.99,39316.5,793675.3
59993.53,6.34,9.38,4.87,32188.75,1176438.25
61953.64,7.25,5.72,3.19,39122.14,1122589.78
56603.71,5.33,6.74,2.87,43419.99,987534.32
73271.71,3.76,5.94,3.25,26787.02,662150.78
81336.66,4.99,5.94,3.86,39598.98,1190200.29
58904.87,4.89,6.53,3.86,10096.72,434284.7
71603.92,6.71,7.63,3.72,17011.72,1373159.47
57561.44,3.29,8.29,2.71,41765.93,825028.64
65333.14,5.54,6.6,4.93,32016.04,903473.09
61225.47,7.39,5.97,5.61,27692.63,1219068.33
74998.0,5.99,7.47,1.63,35636.72,1374447.9
61348.48,6.87,7.5,2.07,32233.18,1403663.87
79365.28,4.35,7.23,5.21,26351.07,1090166.9
65964.11,4.39,7.27,5.91,19895.44,753106.76
61659.52,7.4,6.88,1.36,16629.04,1190913.45
55225.27,6.08,7.09,4.98,43495.51,987810.38
71281.65,6.08,6.81,5.99,31969.69,1156355.4
78124.24,4.87,8.07,2.92,45785.78,1534090.35
71496.06,6.08,9.24,5.92,31868.95,1546837.63
92444.47,4.85,7.17,3.76,39686.08,1933976.51
83821.67,7.16,6.98,4.37,34918.36,1680426.92
65305.37,8.68,7.25,3.1,36604.13,1545679.71
65193.46,6.46,6.33,5.21,37086.39,1115820.82
73589.03,5.35,7.76,5.01,31739.36,1325002.36
59651.39,3.47,7.44,6.1,23959.01,587635.87
81013.3,4.31,6.57,5.75,43766.86,1258913.43
72436.94,7.52,7.9,3.97,51978.95,1956599.76
71316.34,4.96,7.01,7.8,52630.71,1616056.96
75904.55,5.61,6.01,5.64,30671.8,1169540.58
86944.92,6.63,7.35,4.64,28886.28,1735321.77
70405.04,7.45,7.23,2.75,30661.75,1678916.32
67378.22,5.78,7.96,2.1,34417.81,1226662.78
84662.93,5.58,7.83,2.2,35642.32,1561443.58
78895.15,6.05,6.88,2.83,26258.56,1287156.18
65162.0,5.36,6.51,5.67,21476.62,762247.91
68638.28,5.41,6.99,4.58,36658.68,1002830.92
70665.37,6.39,7.36,3.23,1123.69,903388.6
72439.2,6.16,7.48,3.81,35163.98,1446353.84
54124.36,8.09,7.29,3.66,26786.38,1178125.71
52143.2,6.41,6.9,4.96,43906.03,1119175.54
59125.2,7.12,8.0,2.9,46560.78,1555201.9
58300.82,4.92,6.31,4.41,46795.11,820642.06
61721.12,6.5,9.49,4.35,32724.51,1488430.17
75347.75,5.26,7.76,2.94,24896.7,1271739.53
66782.55,6.37,5.85,5.93,28078.17,876513.11
70676.17,6.66,7.18,3.62,39017.54,1636068.19
55534.37,6.03,7.77,2.76,19827.8,715495.96
63662.82,8.36,6.64,5.03,49993.98,1608711.99
74841.99,7.39,5.48,4.05,32881.5,1420329.84
74924.0,7.15,5.94,4.48,41127.22,1597279.76
60860.49,6.74,7.54,2.52,18482.35,1097892.68
70306.0,7.73,5.22,4.98,26972.63,1293705.74
92018.32,4.56,5.53,6.65,17249.13,1026846.08
68395.44,7.34,7.53,2.43,46298.31,1713287.09
61195.01,5.0,6.77,4.42,34572.97,865713.12
66731.04,5.42,6.29,3.01,41833.2,1151682.95
69565.42,6.54,6.49,7.29,36792.38,1343653.78
66971.85,7.2,5.5,5.5,40812.61,1276009.42
68248.82,4.84,7.48,4.33,32813.89,1048116.12
53198.74,5.47,6.18,2.47,34142.81,534598.5
58323.28,6.08,6.45,2.77,35252.56,1063040.26
66991.39,5.8,7.34,4.9,40188.89,1339158.99
66821.57,6.83,6.73,2.3,40451.78,1167162.15
62548.55,9.38,6.28,2.34,64066.51,2108307.57
66696.39,6.4,4.98,3.99,52852.9,1298453.15
69233.3,5.25,7.36,4.14,18508.82,845935.68
78062.37,4.7,7.07,4.45,34742.68,1147738.13
67525.6,5.66,6.47,3.44,32134.48,996960.12
72836.64,5.05,5.94,5.11,48868.3,1181425.51
62810.62,6.44,7.0,2.92,33029.2,1091037.37
74680.4,6.43,7.48,4.75,40771.07,1773383.05
72587.53,5.52,7.09,4.24,12967.66,975807.33
77810.88,7.95,8.64,4.72,21140.51,1967287.41
76187.06,5.25,7.7,5.43,56929.01,1740436.37
74857.74,5.86,6.88,3.42,36661.68,1434065.15
67534.07,6.61,7.74,3.17,26253.28,1199124.19
71193.56,6.86,7.04,1.9,38573.49,1489264.24
79917.88,7.24,7.04,1.5,25711.39,1551117.03
61633.19,6.4,8.3,3.76,33350.52,1366268.2
61885.43,7.02,6.08,3.85,21745.77,959210.9
70516.7,5.32,7.01,2.64,28334.94,1116928.37
73009.05,6.89,8.19,2.91,32030.86,1624543.65
59799.67,6.88,7.3,5.85,47285.94,1407253.76
67786.18,7.48,6.62,5.06,40768.66,1482818.14
67581.16,4.33,5.27,2.43,42500.35,790551.27
44972.54,5.08,4.7,3.44,35907.19,435976.69
66242.57,6.79,9.09,4.48,44329.78,1701955.32
66906.31,3.36,7.3,3.21,27493.32,738336.78
66874.6,6.47,6.4,2.99,28890.89,1110165.81
83673.81,7.03,7.34,3.56,40208.34,1973955.36
55625.02,5.41,6.03,5.32,33392.46,541145.72
59794.17,5.55,6.66,5.43,36025.58,999887.05
40742.22,4.92,6.04,3.08,34533.96,226231.66
63457.39,5.46,5.56,4.55,48603.5,1128221.4
64366.23,5.49,4.86,3.97,49120.61,1019933.24
63147.66,5.3,5.38,2.74,29948.3,597673.11
80388.63,5.25,8.02,3.61,18696.3,1294913.27
77755.46,5.71,5.99,2.42,29101.39,1210460.33
69412.8,5.7,7.53,5.41,27260.67,1150586.2
64633.01,7.84,7.96,5.89,44418.1,1724694.23
79520.13,5.59,7.01,3.47,45298.94,1594608.28
68372.42,6.32,6.69,3.18,25929.59,1242499.67
59861.88,5.41,7.12,5.28,28674.54,860871.94
50291.22,5.4,6.57,5.48,21483.81,609245.37
63879.47,4.29,8.21,2.61,37496.71,1051260.81
76625.99,4.42,8.89,3.8,35717.2,1539028.03
92846.35,4.79,8.45,3.91,43995.03,1867353.2
69239.64,6.16,4.82,3.03,41097.03,1052483.99
60425.84,7.05,6.55,4.45,42219.26,1196634.76
55953.64,4.21,6.99,3.12,20858.63,468400.21
74465.74,5.44,7.46,3.32,29946.71,1186584.65
49775.72,4.63,5.25,3.86,45580.81,711825.41
74448.58,5.72,5.23,2.15,30817.63,963087.16
77298.17,7.05,8.31,1.45,20009.41,1469862.31
73232.87,5.54,6.43,5.11,44182.3,1409009.03
66241.85,5.93,5.49,3.07,30433.64,1055550.73
74604.14,7.42,5.88,6.61,46709.67,1737375.48
70404.86,6.43,7.38,6.41,35980.23,1538445.02
60289.76,5.23,6.16,3.36,33411.6,813194.16
88304.69,6.14,7.23,6.86,49692.67,1953484.18
64834.8,5.16,6.0,5.13,23234.14,939656.38
76850.97,6.4,5.23,3.19,50397.65,1682181.67
42805.41,6.49,8.43,1.0,29817.39,940143.63
82187.63,4.63,7.39,4.83,37774.52,1524526.33
84237.08,6.15,6.65,4.02,37868.32,1703407.68
68900.97,5.86,6.46,4.51,31923.84,1007460.73
74538.38,6.52,8.47,3.7,28599.03,1545000.45
74535.65,6.8,7.59,2.57,32492.51,1693878.71
61732.21,6.45,8.15,3.45,26093.47,1256863.08
74414.23,5.68,6.4,4.85,55635.46,1563679.78
59964.62,6.9,7.04,3.54,31387.78,1317348.1
62094.87,5.12,7.4,3.54,47665.55,1246636.44
80593.96,4.67,6.43,2.11,46357.69,1469563.44
78970.9,2.82,6.89,4.09,39765.08,1052928.94
61054.45,5.91,6.4,2.61,34816.39,1052726.22
60764.54,5.17,7.39,5.11,38086.28,1108676.39
61702.23,6.37,5.66,3.08,41841.78,1235510.38
76391.47,4.03,7.57,3.62,37160.15,1343216.96
57925.16,5.34,7.3,6.64,20613.02,696914.14
72384.84,6.45,6.78,3.6,18116.26,1161001.02
76542.89,4.96,7.44,3.44,51139.71,1680377.2
67642.48,6.39,6.62,4.7,10013.46,860091.79
79348.26,5.43,6.31,1.78,38105.18,1219245.23
65339.66,5.95,7.54,5.52,33830.84,1137134.15
66303.73,6.57,7.58,5.2,37758.95,1330976.37
58167.51,6.92,6.48,4.63,24848.83,919738.75
79424.08,6.07,6.39,1.0,39643.47,1413516.78
60413.43,5.17,6.81,3.66,38207.71,1070500.09
72310.87,5.53,6.43,2.41,63566.04,1590355.7
67822.91,6.61,8.53,5.36,37453.05,1691837.08
57362.44,4.97,7.31,5.27,49544.23,993207.46
62091.18,5.8,7.0,4.46,21288.54,840745.22
83321.65,5.6,6.05,2.5,46287.45,1567580.36
70732.27,5.88,7.74,5.82,38408.76,1507944.49
57827.48,4.98,6.37,3.66,38840.16,951438.26
71837.19,4.15,6.33,6.2,38977.42,951012.89
67025.72,6.5,7.77,4.31,53098.41,1771505.95
105396.23,6.93,7.38,4.6,38694.91,2135262.97
71621.85,4.21,4.46,3.41,28380.59,700970.06
64526.3,6.35,6.83,5.71,30049.81,998200.87
83717.66,7.05,7.12,4.73,44272.99,1954196.52
48961.24,6.57,6.65,5.75,40604.0,1085559.94
69588.26,5.57,7.15,4.2,20973.05,1099766.44
89839.62,5.05,5.16,3.92,41270.82,1262080.01
67344.55,6.06,4.13,4.71,25420.75,699169.24
50109.48,6.23,6.0,5.75,40512.71,932759.28
64363.31,6.07,7.28,5.23,28167.88,1177702.55
84085.25,5.8,3.73,4.15,33369.29,1159888.6
72591.15,4.91,6.14,1.7,30755.78,766054.76
59642.47,6.4,5.05,4.98,51238.21,1258585.84
61279.68,6.45,6.74,2.21,40151.34,1351017.32
62617.71,6.18,8.97,4.02,48679.55,1619999.42
72432.65,6.09,6.77,3.84,64897.98,1800963.59
82845.49,7.64,6.88,2.24,36627.54,1886709.63
79799.72,5.36,7.84,4.44,51070.25,1884637.54
73443.18,7.25,7.01,6.63,29220.9,1508995.18
54390.33,5.25,6.77,3.6,48617.67,986084.38
54429.9,7.08,7.93,4.92,28148.47,1176287.18
74266.4,7.2,7.47,6.88,35980.23,1651605.34
54242.97,5.69,7.28,5.04,41491.51,1031006.95
66178.91,7.62,6.85,3.19,43053.24,1394710.46
71824.64,6.44,6.64,4.27,23532.92,1231902.68
56458.52,5.11,7.92,4.57,27557.81,965390.67
57666.41,5.61,6.65,5.74,42231.64,1129438.08
67579.86,7.1,8.23,5.47,32513.41,1625083.44
73950.9,6.89,5.93,1.0,22294.32,1180357.24
79896.67,4.93,8.44,2.93,35458.56,1517020.6
75052.98,5.84,7.47,3.89,34982.21,1543298.43
69368.03,6.18,6.01,2.73,37918.88,1308544.22
60630.06,5.48,7.5,1.0,41415.72,1298002.45
57169.27,8.31,6.33,3.09,40784.59,1325694.26
63138.07,6.21,7.02,3.98,28538.88,1008859.51
72952.09,5.92,6.5,3.33,32085.53,1194749.92
72170.74,7.16,6.86,2.75,45371.3,1564364.89
46202.24,5.62,7.94,4.03,30771.89,629220.02
60209.25,6.98,7.51,4.4,32241.71,1303398.65
81420.64,4.33,5.85,3.4,21233.13,945910.91
69427.27,5.53,5.91,5.67,35878.35,1105061.84
53480.52,7.02,7.26,4.05,39589.81,1234290.3
93691.34,7.53,7.34,2.91,16556.23,1657642.29
68274.54,5.21,6.31,2.6,25540.76,839451.61
72679.23,5.1,8.6,3.72,22052.35,1162857.95
72841.13,6.54,7.81,5.35,43987.4,1678786.64
64665.17,5.36,6.36,2.97,17182.91,568182.94
60828.52,5.71,6.26,4.71,35382.06,865521.02
91195.81,6.85,6.76,4.1,43287.78,1932999.14
79275.17,5.44,6.65,6.43,38027.13,1508604.69
77343.21,4.03,8.26,4.46,31796.41,1252698.63
74725.09,4.69,7.98,3.12,39601.7,1462063.69
57889.64,5.99,7.03,4.89,46454.96,1190151.6
82198.92,4.14,7.67,4.93,35094.95,1327622.87
59596.89,5.69,7.82,3.49,13941.55,838541.53
71602.27,4.6,7.05,2.55,47554.25,1265581.12
51110.38,7.6,7.4,4.64,40135.63,1207431.68
46831.53,8.12,7.59,4.06,35834.72,1070980.63
71975.35,4.93,7.48,2.11,16507.81,865657.46
59959.62,6.23,6.2,4.29,33202.29,1067381.1
47382.45,5.03,6.31,3.2,27473.89,564445.94
74344.82,5.67,6.7,2.12,24091.43,1040295.97
91178.82,7.77,6.28,3.55,34808.74,1764167.09
83392.93,5.52,5.5,5.56,30843.53,1344538.76
65840.51,5.7,7.67,5.47,31497.27,1185273.79
68677.27,5.05,7.34,5.14,43503.79,1139130.95
78044.17,7.11,5.64,4.31,38699.55,1220440.45
80542.64,2.75,6.75,4.71,31245.02,796022.28
64921.6,5.54,6.8,4.1,29985.87,954457.96
68947.27,5.93,7.17,2.62,31648.53,1103279.86
71786.95,5.33,5.9,2.87,33707.12,1124976.86
74486.21,6.83,5.62,3.23,41959.7,1372933.22
67164.67,7.17,7.51,5.7,25815.59,1344638.39
67303.13,4.58,5.44,5.3,50638.01,1282551.29
83289.25,8.05,6.76,2.65,41966.86,1991720.45
81474.07,4.57,6.66,4.05,8989.06,849129.13
73671.24,7.26,6.87,3.48,37010.09,1573435.28
86905.26,6.13,7.25,3.79,46492.31,1940486.72
64464.26,5.48,8.6,3.32,40020.91,1405804.52
85880.65,5.57,5.37,5.71,32070.52,1217768.65
74365.13,5.95,7.88,3.96,35556.66,1444159.4
103445.6,6.19,4.45,4.25,37932.83,1702331.68
55873.53,5.07,8.4,4.26,43801.16,1105270.64
61235.96,5.75,4.93,2.72,22118.18,786016.35
73046.55,5.22,9.45,4.11,30158.19,1509519.96
72816.72,4.78,6.6,5.29,52425.89,1355870.72
89367.58,5.17,8.29,5.79,36490.0,1874785.03
61459.46,4.84,8.08,2.57,51327.43,1307202.78
78227.62,5.56,6.55,2.11,65795.01,1634952.76
80972.53,6.41,6.63,4.06,31279.55,1652284.5
76093.14,6.1,6.14,5.34,24279.98,1152722.87
58340.7,7.93,7.79,4.42,33527.61,1200472.16
83586.89,3.79,6.56,4.82,47070.5,1187100.25
81685.15,6.44,6.16,2.31,48459.04,1820130.88
74973.37,5.99,7.53,3.28,58712.38,1654952.34
70760.94,6.79,6.08,1.28,35797.71,1458986.84
70992.86,6.69,6.66,3.8,41006.96,1476556.98
67743.83,5.82,7.1,1.32,29098.69,1193386.42
75412.49,6.15,6.34,5.62,11281.17,963581.14
68914.84,5.24,6.49,5.89,35769.45,1144556.41
59539.42,6.59,8.54,4.15,24711.99,1220036.69
57407.11,4.12,6.78,2.12,42548.32,785712.98
60567.8,6.75,6.63,4.44,17490.17,787932.0
70950.49,5.96,6.81,6.27,28825.12,1223255.59
68295.7,5.5,7.45,4.57,38819.72,1098546.36
70878.13,5.75,5.95,5.44,39858.69,1304829.23
73920.67,5.82,7.42,3.38,35692.17,1420267.24
